Player,Team,FPTS,High_FPTS,Low_FPTS,VAL,F,C,PS,Position
Kene Nwangwu,MIN,30.2,48.4,25.0,-6.781249999999999,-7.106249999999999,-5.643749999999999,0.0,RB
DeeJay Dallas,SEA,30.0,74.8,11.2,-6.793749999999999,-7.968749999999999,-3.9937499999999995,0.0,RB
Craig Reynolds,DET,29.2,53.6,12.5,-6.843749999999999,-7.887499999999999,-5.31875,0.0,RB
Ty Montgomery,NE,28.4,34.6,20.2,-6.893749999999999,-7.406249999999999,-6.50625,0.0,RB
Malik Davis,DAL,28.1,58.8,6.7,-6.9125,-8.25,-4.9937499999999995,0.0,RB
DeWayne McBride,MIN,28.0,53.9,17.7,-6.918749999999999,-7.562499999999999,-5.299999999999999,0.0,RB
Anthony McFarland Jr.,PIT,27.2,67.8,13.5,-6.968749999999999,-7.824999999999999,-4.4312499999999995,0.0,RB
Patrick Taylor Jr.,GB,27.2,34.5,25.6,-6.968749999999999,-7.06875,-6.512499999999999,0.0,RB
Kyle Juszczyk,SF,26.6,36.1,23.5,-7.00625,-7.199999999999999,-6.4125,0.0,RB
Boston Scott,PHI,25.9,51.1,8.6,-7.049999999999999,-8.13125,-5.475,0.0,RB
Kenny McIntosh,SEA,24.3,32.6,14.0,-7.1499999999999995,-7.793749999999999,-6.63125,0.0,RB
Zonovan Knight,NYJ,24.1,45.9,12.2,-7.1625,-7.906249999999999,-5.799999999999999,0.0,RB
Tyrion Davis-Price,SF,23.8,45.0,11.5,-7.1812499999999995,-7.949999999999999,-5.856249999999999,0.0,RB
Travis Homer,CHI,23.4,52.1,10.7,-7.206249999999999,-7.999999999999999,-5.4125,0.0,RB
Tyler Badie,DEN,22.9,54.5,11.9,-7.237499999999999,-7.924999999999999,-5.262499999999999,0.0,RB
D'Ernest Johnson,JAC,22.7,50.0,9.5,-7.249999999999999,-8.075,-5.543749999999999,0.0,RB
Deneric Prince,KC,22.7,33.8,17.4,-7.249999999999999,-7.581249999999999,-6.5562499999999995,0.0,RB
Ty Johnson,BUF,22.6,51.4,11.6,-7.25625,-7.94375,-5.456249999999999,0.0,RB
Demetric Felton Jr.,CLE,22.5,52.1,14.2,-7.262499999999999,-7.781249999999999,-5.4125,0.0,RB
Damien Williams,LV,21.7,21.5,17.9,-7.312499999999999,-7.549999999999999,-7.324999999999999,0.0,RB
Dare Ogunbowale,HOU,21.7,46.6,10.8,-7.312499999999999,-7.9937499999999995,-5.75625,0.0,RB
Gary Brightwell,NYG,21.3,37.3,9.1,-7.3374999999999995,-8.1,-6.3374999999999995,0.0,RB
James Robinson,NYG,21.2,41.1,11.7,-7.343749999999999,-7.937499999999999,-6.1,0.0,RB
Hunter Luepke,DAL,20.9,21.5,16.3,-7.362499999999999,-7.6499999999999995,-7.324999999999999,0.0,RB
Kevin Harris,NE,20.5,28.6,16.6,-7.387499999999999,-7.63125,-6.88125,0.0,RB
John Kelly Jr.,CLE,19.6,30.3,9.5,-7.44375,-8.075,-6.7749999999999995,0.0,RB
Tony Jones Jr.,DEN,19.5,35.4,12.1,-7.449999999999999,-7.9125,-6.456249999999999,0.0,RB
Snoop Conner,JAC,18.6,25.2,12.4,-7.50625,-7.893749999999999,-7.093749999999999,0.0,RB
Salvon Ahmed,MIA,18.1,36.2,8.9,-7.5375,-8.112499999999999,-6.406249999999999,0.0,RB
Myles Gaskin,MIA,17.8,36.2,11.0,-7.5562499999999995,-7.981249999999999,-6.406249999999999,0.0,RB
Justice Hill,BAL,17.5,30.4,9.1,-7.574999999999999,-8.1,-6.768749999999999,0.0,RB
Brandon Bolden,LV,17.5,32.4,11.7,-7.574999999999999,-7.937499999999999,-6.643749999999999,0.0,RB
Jonathan Williams,WAS,17.1,29.5,4.6,-7.6,-8.38125,-6.824999999999999,0.0,RB
Reggie Gilliam,BUF,17.0,16.6,16.6,-7.606249999999999,-7.63125,-7.63125,0.0,RB
Kirk Merritt,NO,16.9,16.9,16.9,-7.612499999999999,-7.612499999999999,-7.612499999999999,0.0,RB
Mohamed Ibrahim,DET,16.6,21.0,18.0,-7.63125,-7.543749999999999,-7.356249999999999,0.0,RB
Elijah Dotson,LAC,16.4,16.4,16.4,-7.643749999999999,-7.643749999999999,-7.643749999999999,0.0,RB
Alec Ingold,MIA,16.3,26.2,12.0,-7.6499999999999995,-7.918749999999999,-7.031249999999999,0.0,RB
Lew Nichols III,GB,16.0,15.0,7.4,-7.668749999999999,-8.206249999999999,-7.731249999999999,0.0,RB
J.J. Taylor,NE,15.7,27.3,8.6,-7.687499999999999,-8.13125,-6.9624999999999995,0.0,RB
C.J. Ham,MIN,15.4,25.0,14.9,-7.706249999999999,-7.737499999999999,-7.106249999999999,0.0,RB
Darrynton Evans,BUF,15.2,19.2,15.3,-7.718749999999999,-7.7124999999999995,-7.468749999999999,0.0,RB
Ty'Son Williams,ARI,15.1,18.6,6.5,-7.725,-8.2625,-7.50625,0.0,RB
Trey Sermon,PHI,14.2,27.1,8.4,-7.781249999999999,-8.143749999999999,-6.975,0.0,RB
Zander Horvath,LAC,13.6,22.9,8.3,-7.81875,-8.149999999999999,-7.237499999999999,0.0,RB
Royce Freeman,LAR,13.5,25.4,10.5,-7.824999999999999,-8.0125,-7.081249999999999,0.0,RB
Julius Chestnut,TEN,13.0,19.0,9.4,-7.856249999999999,-8.081249999999999,-7.481249999999999,0.0,RB
Mike Boone,HOU,12.9,25.2,4.6,-7.862499999999999,-8.38125,-7.093749999999999,0.0,RB
Jaleel McLaughlin,DEN,11.8,14.5,13.2,-7.9312499999999995,-7.843749999999999,-7.762499999999999,0.0,RB
Patrick Ricard,BAL,10.9,24.2,9.4,-7.987499999999999,-8.081249999999999,-7.156249999999999,0.0,RB
La'Mical Perine,KC,10.9,10.5,10.5,-7.987499999999999,-8.0125,-8.0125,0.0,RB
Trestan Ebner,CHI,10.9,19.5,7.6,-7.987499999999999,-8.19375,-7.449999999999999,0.0,RB
Godwin Igwebuike,ATL,10.7,17.3,17.3,-7.999999999999999,-7.5874999999999995,-7.5874999999999995,0.0,RB
Jermar Jefferson,DET,10.3,10.0,10.0,-8.024999999999999,-8.04375,-8.04375,0.0,RB
Ronnie Rivers,LAR,10.1,16.5,8.7,-8.0375,-8.125,-7.637499999999999,0.0,RB
Jake Funk,IND,9.8,9.3,9.3,-8.056249999999999,-8.087499999999999,-8.087499999999999,0.0,RB
Qadree Ollison,JAC,9.4,9.2,9.2,-8.081249999999999,-8.09375,-8.09375,0.0,RB
Patrick Laird,TB,9.1,8.8,8.8,-8.1,-8.118749999999999,-8.118749999999999,0.0,RB
Jason Cabinda,DET,9.1,12.3,9.9,-8.1,-8.049999999999999,-7.8999999999999995,0.0,RB
Giovanni Ricci,CAR,9.1,8.9,8.9,-8.1,-8.112499999999999,-8.112499999999999,0.0,RB
Spencer Brown,CAR,8.9,8.8,8.8,-8.112499999999999,-8.118749999999999,-8.118749999999999,0.0,RB
Brittain Brown,LV,8.9,8.7,8.7,-8.112499999999999,-8.125,-8.125,0.0,RB
Larry Rountree III,HOU,8.8,9.4,9.4,-8.118749999999999,-8.081249999999999,-8.081249999999999,0.0,RB
Nate McCrary,GB,8.7,8.5,8.5,-8.125,-8.1375,-8.1375,0.0,RB
Gerrid Doaks,HOU,8.3,8.3,8.3,-8.149999999999999,-8.149999999999999,-8.149999999999999,0.0,RB
Jonathan Ward,TEN,8.3,8.3,8.3,-8.149999999999999,-8.149999999999999,-8.149999999999999,0.0,RB
Avery Williams,ATL,8.3,8.0,8.0,-8.149999999999999,-8.16875,-8.16875,0.0,RB
Jaret Patterson,WAS,8.0,10.6,6.2,-8.16875,-8.28125,-8.00625,0.0,RB
Adam Prentice,NO,6.9,10.9,10.9,-8.237499999999999,-7.987499999999999,-7.987499999999999,0.0,RB
