Player,Team,FPTS,High_FPTS,Low_FPTS,VAL,F,C,PS,Position
Isaiah Spiller,LAC,48.8,73.1,39.7,-5.35625,-5.925,-3.8375000000000004,0.0,RB
Zack Moss,IND,48.5,71.1,30.3,-5.375,-6.5125,-3.9625000000000004,0.0,RB
Zamir White,LV,48.3,85.1,56.4,-5.3875,-4.88125,-3.0875000000000004,0.0,RB
Kenyan Drake,IND,47.6,93.5,20.5,-5.43125,-7.125,-2.5625,0.0,RB
Zach Evans,LAR,46.6,76.9,33.5,-5.49375,-6.3125,-3.5999999999999996,0.0,RB
Deuce Vaughn,DAL,45.8,75.4,9.9,-5.54375,-7.7875,-3.6937499999999996,0.0,RB
Corey Clement,ARI,45.1,73.9,23.1,-5.5875,-6.9625,-3.7874999999999996,0.0,RB
JaMycal Hasty,JAC,41.9,73.8,16.9,-5.7875,-7.35,-3.79375,0.0,RB
Eric Gray,NYG,40.2,58.2,15.5,-5.89375,-7.4375,-4.76875,0.0,RB
Michael Carter,NYJ,40.0,81.2,13.2,-5.90625,-7.58125,-3.33125,0.0,RB
Ameer Abdullah,LV,38.5,54.2,23.4,-6.0,-6.94375,-5.01875,0.0,RB
Ke'Shawn Vaughn,TB,37.2,56.8,26.3,-6.08125,-6.7625,-4.85625,0.0,RB
Melvin Gordon III,BAL,36.5,96.8,11.2,-6.125,-7.70625,-2.35625,0.0,RB
Hassan Haskins,TEN,34.4,51.0,18.3,-6.25625,-7.2625,-5.21875,0.0,RB
Deon Jackson,IND,33.9,42.9,24.1,-6.2875,-6.9,-5.725,0.0,RB
Jordan Mason,SF,33.3,63.5,11.3,-6.325,-7.7,-4.4375,0.0,RB
Raheem Blackshear,CAR,33.2,47.9,18.4,-6.33125,-7.25625,-5.4125,0.0,RB
Pierre Strong Jr.,NE,33.0,72.9,15.1,-6.34375,-7.4625,-3.8499999999999996,0.0,RB
Chris Rodriguez Jr.,WAS,32.3,51.9,17.3,-6.3875,-7.325,-5.1625,0.0,RB
Trayveon Williams,CIN,31.0,48.8,5.9,-6.46875,-8.0375,-5.35625,0.0,RB
DeeJay Dallas,SEA,30.3,74.8,11.2,-6.5125,-7.70625,-3.73125,0.0,RB
Sean Tucker,TB,30.3,48.2,27.3,-6.5125,-6.7,-5.39375,0.0,RB
